ProductID,SKU,ProductName,CategoryID,SupplierID,CostPrice,SellingPrice,Status
55,ZUD-15-0055,Zudio Stretch Leather Belt 74,15,36,104.39,199.0,Active
56,ZUD-06-0056,Zudio Stylish Leggings 67,6,41,255.87,499.0,Active
57,ZUD-17-0057,Zudio Ethnic Canvas Backpack 40,17,46,69.43,149.0,Active
58,ZUD-09-0058,Zudio Classic Frock 79,9,15,62.69,149.0,Active
59,ZUD-05-0059,Zudio Stylish Straight Kurti 18,5,35,322.34,699.0,Active
60,ZUD-02-0060,Zudio Printed Joggers 59,2,2,541.37,999.0,Active
61,ZUD-13-0061,Zudio Ethnic Sneakers 55,13,27,256.0,499.0,Active
62,ZUD-08-0062,Zudio Ethnic Straight Kurti 44,8,25,330.52,699.0,Active
63,ZUD-13-0063,Zudio Stylish Slides 69,13,35,218.3,399.0,Discontinued
64,ZUD-13-0064,Zudio Stretch Flat Sandals 94,13,28,123.37,299.0,Active
65,ZUD-15-0065,Zudio Regular Deodorant Spray 43,15,30,89.37,199.0,Active
66,ZUD-13-0066,Zudio Solid Loafers 63,13,31,262.09,499.0,Discontinued
67,ZUD-02-0067,Zudio Classic Chino Pants 93,2,42,128.78,249.0,Active
68,ZUD-01-0068,Zudio Printed Chino Pants 12,1,9,422.43,999.0,Active
69,ZUD-04-0069,Zudio Stretch Chino Pants 69,4,11,257.0,499.0,Active
70,ZUD-04-0070,Zudio Regular Cargo Shorts 23,4,20,403.45,999.0,Active
71,ZUD-13-0071,Zudio Sporty Canvas Shoes 35,13,41,146.16,299.0,Active
72,ZUD-10-0072,Zudio Cozy Tracksuit 25,10,3,328.0,599.0,Active
73,ZUD-14-0073,Zudio Cozy Running Shoes 18,14,1,347.49,699.0,Active
74,ZUD-16-0074,Zudio Slim-Fit Nail Polish 56,16,30,159.59,299.0,Active
75,ZUD-14-0075,Zudio Regular Canvas Shoes 76,14,35,351.97,799.0,Active
76,ZUD-15-0076,Zudio Sporty Leather Belt 85,15,16,66.8,149.0,Active
77,ZUD-03-0077,Zudio Solid Hoodie 41,3,43,387.9,799.0,Active
78,ZUD-01-0078,Zudio Ethnic Denim Jeans 33,1,17,345.02,799.0,Active
79,ZUD-09-0079,Zudio Denim Printed Tee 76,9,47,82.16,199.0,Active
80,ZUD-08-0080,Zudio Stylish Leggings 92,8,2,373.31,799.0,Active
81,ZUD-08-0081,Zudio Sporty Straight Kurti 49,8,36,454.9,999.0,Active
82,ZUD-14-0082,Zudio Stylish Flat Sandals 52,14,18,252.21,499.0,Active
83,ZUD-08-0083,Zudio Slim-Fit Straight Kurti 50,8,49,127.35,249.0,Active
84,ZUD-07-0084,Zudio Printed Leggings 45,7,34,545.94,999.0,Active
85,ZUD-04-0085,Zudio Printed Cargo Shorts 39,4,1,255.72,599.0,Active
86,ZUD-05-0086,Zudio Solid Graphic Tee 16,5,9,398.99,899.0,Active
87,ZUD-16-0087,Zudio Slim-Fit Leather Belt 11,16,31,110.22,249.0,Active
88,ZUD-06-0088,Zudio Casual Skinny Jeans 71,6,26,130.31,249.0,Active
89,ZUD-02-0089,Zudio Regular Casual Shirt 82,2,16,205.98,499.0,Active
90,ZUD-14-0090,Zudio Stretch Flat Sandals 89,14,25,206.03,399.0,Active
91,ZUD-15-0091,Zudio Solid Leather Belt 85,15,40,88.72,199.0,Active
92,ZUD-04-0092,Zudio Printed Chino Pants 43,4,12,105.47,249.0,Active
93,ZUD-06-0093,Zudio Casual Maxi Dress 67,6,3,470.02,999.0,Active
94,ZUD-10-0094,Zudio Stylish Jumpsuit 19,10,17,217.07,499.0,Active
95,ZUD-07-0095,Zudio Sporty Cropped Top 79,7,18,198.36,399.0,Active
96,ZUD-03-0096,Zudio Casual Casual Shirt 49,3,37,511.83,999.0,Active
97,ZUD-15-0097,Zudio Slim-Fit Nail Polish 98,15,18,75.24,149.0,Active
98,ZUD-16-0098,Zudio Ethnic Deodorant Spray 86,16,48,42.14,79.0,Active
99,ZUD-09-0099,Zudio Casual Printed Tee 39,9,37,262.17,499.0,Active
100,ZUD-01-0100,Zudio Cozy Cargo Shorts 83,1,12,102.38,199.0,Active
101,ZUD-15-0101,Zudio Solid Eau de Toilette 84,15,32,98.55,199.0,Active
102,ZUD-16-0102,Zudio Classic Nail Polish 52,16,11,74.58,149.0,Active
103,ZUD-16-0103,Zudio Solid Canvas Backpack 61,16,6,100.97,249.0,Active
104,ZUD-11-0104,Zudio Slim-Fit Jumpsuit 75,11,43,328.38,599.0,Active
105,ZUD-15-0105,Zudio Sporty Deodorant Spray 34,15,49,113.11,249.0,Active
106,ZUD-15-0106,Zudio Casual Eau de Toilette 44,15,19,104.49,249.0,Active
107,ZUD-16-0107,Zudio Slim-Fit Deodorant Spray 90,16,46,129.45,249.0,Active
108,ZUD-01-0108,Zudio Denim Joggers 21,1,8,218.99,399.0,Active
109,ZUD-04-0109,Zudio Cozy Casual Shirt 73,4,18,237.69,499.0,Active
110,ZUD-16-0110,Zudio Ethnic Eau de Toilette 68,16,13,105.0,249.0,Active
111,ZUD-17-0111,Zudio Stylish Eau de Toilette 18,17,27,76.87,149.0,Active
112,ZUD-17-0112,Zudio Solid Leather Belt 10,17,38,75.83,149.0,Active
113,ZUD-16-0113,Zudio Regular Nail Polish 78,16,36,89.9,199.0,Active
114,ZUD-13-0114,Zudio Ethnic Running Shoes 34,13,25,348.22,799.0,Active
115,ZUD-14-0115,Zudio Casual Running Shoes 70,14,25,429.07,799.0,Active
116,ZUD-05-0116,Zudio Ethnic Graphic Tee 26,5,22,489.78,899.0,Active
117,ZUD-15-0117,Zudio Slim-Fit Ankle Socks 68,15,27,40.16,79.0,Active
118,ZUD-05-0118,Zudio Slim-Fit Leggings 43,5,26,295.6,599.0,Active
119,ZUD-11-0119,Zudio Cozy Tracksuit 58,11,49,123.01,249.0,Active
120,ZUD-02-0120,Zudio Stretch Polo T-Shirt 40,2,48,274.26,499.0,Active
121,ZUD-04-0121,Zudio Cozy Polo T-Shirt 66,4,2,150.73,299.0,Active
122,ZUD-02-0122,Zudio Solid Denim Jeans 57,2,34,294.86,699.0,Active
123,ZUD-06-0123,Zudio Regular Anarkali Kurta 20,6,40,530.1,999.0,Active
124,ZUD-16-0124,Zudio Stretch Eau de Toilette 39,16,30,98.64,199.0,Active
125,ZUD-01-0125,Zudio Ethnic Cargo Shorts 96,1,29,380.9,899.0,Active
126,ZUD-10-0126,Zudio Cozy Jumpsuit 98,10,20,116.66,249.0,Active
127,ZUD-13-0127,Zudio Ethnic Sneakers 40,13,37,290.99,599.0,Active
128,ZUD-10-0128,Zudio Casual Pajama Set 60,10,44,99.9,249.0,Active
129,ZUD-02-0129,Zudio Stretch Hoodie 46,2,23,195.93,399.0,Active
130,ZUD-07-0130,Zudio Stretch Skinny Jeans 96,7,41,147.78,299.0,Active
131,ZUD-10-0131,Zudio Ethnic Printed Tee 84,10,6,126.95,249.0,Active
132,ZUD-11-0132,Zudio Stylish Jumpsuit 32,11,35,83.54,199.0,Active
133,ZUD-12-0133,Zudio Denim Flat Sandals 44,12,31,381.79,899.0,Active
134,ZUD-10-0134,Zudio Stylish Frock 24,10,10,162.79,299.0,Active
135,ZUD-08-0135,Zudio Cozy Maxi Dress 81,8,26,247.71,599.0,Discontinued
136,ZUD-04-0136,Zudio Ethnic Denim Jeans 96,4,41,243.35,499.0,Active
137,ZUD-04-0137,Zudio Cozy Chino Pants 70,4,36,98.09,199.0,Active
138,ZUD-08-0138,Zudio Cozy Cropped Top 91,8,20,428.59,799.0,Active
139,ZUD-04-0139,Zudio Regular T-Shirt 14,4,8,274.15,499.0,Active
140,ZUD-05-0140,Zudio Sporty Leggings 57,5,48,416.12,899.0,Active
141,ZUD-14-0141,Zudio Cozy Sneakers 72,14,18,322.39,699.0,Active
142,ZUD-12-0142,Zudio Printed Flip Flops 66,12,7,210.8,399.0,Active
143,ZUD-12-0143,Zudio Denim Canvas Shoes 55,12,13,137.46,299.0,Active
144,ZUD-15-0144,Zudio Slim-Fit Canvas Backpack 37,15,2,148.28,299.0,Active
145,ZUD-11-0145,Zudio Printed Denim Shorts 82,11,49,81.65,199.0,Active
146,ZUD-07-0146,Zudio Printed Palazzo Pants 28,7,10,400.02,999.0,Active
147,ZUD-09-0147,Zudio Regular Printed Tee 94,9,1,241.92,599.0,Active
148,ZUD-08-0148,Zudio Stretch Palazzo Pants 12,8,9,131.5,299.0,Active
149,ZUD-17-0149,Zudio Slim-Fit Canvas Backpack 18,17,24,92.98,199.0,Active
150,ZUD-04-0150,Zudio Ethnic Track Pants 38,4,43,406.1,999.0,Active
151,ZUD-15-0151,Zudio Cozy Deodorant Spray 17,15,28,104.89,199.0,Active
152,ZUD-16-0152,Zudio Stylish Nail Polish 19,16,10,35.42,79.0,Active
153,ZUD-09-0153,Zudio Stretch Pajama Set 84,9,25,202.22,399.0,Active
154,ZUD-17-0154,Zudio Solid Nail Polish 74,17,45,115.67,249.0,Active
155,ZUD-07-0155,Zudio Sporty Leggings 39,7,30,315.14,699.0,Active
156,ZUD-04-0156,Zudio Classic Joggers 50,4,10,227.62,499.0,Active
157,ZUD-16-0157,Zudio Slim-Fit Deodorant Spray 20,16,48,36.72,79.0,Active
158,ZUD-05-0158,Zudio Denim Graphic Tee 85,5,43,435.34,899.0,Active
159,ZUD-12-0159,Zudio Cozy Loafers 64,12,4,483.1,899.0,Active
160,ZUD-10-0160,Zudio Classic Printed Tee 83,10,43,172.33,399.0,Active
161,ZUD-04-0161,Zudio Classic Track Pants 57,4,37,128.08,249.0,Active
162,ZUD-14-0162,Zudio Denim Loafers 89,14,36,350.37,699.0,Discontinued
163,ZUD-09-0163,Zudio Casual Denim Shorts 44,9,22,256.67,499.0,Active
164,ZUD-06-0164,Zudio Regular Maxi Dress 18,6,2,152.83,299.0,Active
165,ZUD-17-0165,Zudio Printed Nail Polish 63,17,24,89.78,199.0,Active
166,ZUD-11-0166,Zudio Stretch Tracksuit 20,11,49,63.08,149.0,Active
167,ZUD-03-0167,Zudio Solid Hoodie 94,3,29,330.52,699.0,Active
168,ZUD-07-0168,Zudio Denim Cropped Top 54,7,44,291.23,699.0,Active
169,ZUD-16-0169,Zudio Denim Canvas Backpack 49,16,39,34.21,79.0,Active
170,ZUD-07-0170,Zudio Solid Straight Kurti 27,7,8,221.27,499.0,Discontinued
171,ZUD-14-0171,Zudio Regular Slides 58,14,33,353.38,699.0,Active
172,ZUD-12-0172,Zudio Slim-Fit Flip Flops 15,12,5,241.28,599.0,Active
173,ZUD-14-0173,Zudio Stretch Flip Flops 91,14,26,265.61,599.0,Discontinued
174,ZUD-11-0174,Zudio Regular Tracksuit 68,11,24,301.56,599.0,Active
175,ZUD-04-0175,Zudio Printed Joggers 85,4,26,334.54,699.0,Active
176,ZUD-11-0176,Zudio Printed Frock 31,11,8,71.01,149.0,Active
177,ZUD-07-0177,Zudio Classic Palazzo Pants 92,7,10,130.2,299.0,Active
178,ZUD-06-0178,Zudio Stretch Anarkali Kurta 93,6,50,106.22,249.0,Active
179,ZUD-15-0179,Zudio Stretch Leather Belt 84,15,37,99.93,199.0,Active
180,ZUD-11-0180,Zudio Cozy Frock 29,11,29,122.66,299.0,Active
181,ZUD-09-0181,Zudio Stretch Printed Tee 55,9,30,164.04,399.0,Active
182,ZUD-02-0182,Zudio Classic Cargo Shorts 19,2,33,122.57,249.0,Active
183,ZUD-02-0183,Zudio Ethnic Chino Pants 51,2,10,470.87,999.0,Active
184,ZUD-15-0184,Zudio Slim-Fit Leather Belt 53,15,42,123.38,299.0,Active
185,ZUD-08-0185,Zudio Stylish Leggings 66,8,11,430.09,899.0,Active
186,ZUD-10-0186,Zudio Sporty Jumpsuit 53,10,41,244.35,499.0,Active
187,ZUD-03-0187,Zudio Classic Polo T-Shirt 81,3,47,309.39,699.0,Active
188,ZUD-05-0188,Zudio Classic Cropped Top 84,5,20,160.72,299.0,Active
189,ZUD-13-0189,Zudio Regular Flat Sandals 20,13,42,241.44,499.0,Active
190,ZUD-05-0190,Zudio Cozy Sports Bra 21,5,2,332.92,699.0,Active
191,ZUD-06-0191,Zudio Printed Palazzo Pants 72,6,9,173.16,399.0,Active
192,ZUD-10-0192,Zudio Slim-Fit Tracksuit 79,10,34,305.97,599.0,Active
193,ZUD-11-0193,Zudio Stretch Denim Shorts 86,11,12,126.52,299.0,Active
194,ZUD-06-0194,Zudio Stylish Leggings 15,6,47,317.8,699.0,Active
195,ZUD-15-0195,Zudio Stretch Matte Lipstick 67,15,20,47.53,99.0,Active
196,ZUD-16-0196,Zudio Printed Matte Lipstick 96,16,30,136.37,249.0,Active
197,ZUD-13-0197,Zudio Denim Flat Sandals 63,13,39,208.49,399.0,Active
198,ZUD-09-0198,Zudio Casual Pajama Set 71,9,7,272.95,599.0,Active
199,ZUD-17-0199,Zudio Slim-Fit Matte Lipstick 20,17,33,43.65,99.0,Active
200,ZUD-14-0200,Zudio Slim-Fit Slides 67,14,27,269.25,499.0,Active
201,ZUD-17-0201,Zudio Classic Eau de Toilette 59,17,2,36.04,79.0,Active
202,ZUD-04-0202,Zudio Stylish Denim Jeans 28,4,31,121.32,299.0,Active
203,ZUD-05-0203,Zudio Stylish Leggings 67,5,6,400.39,999.0,Discontinued
204,ZUD-07-0204,Zudio Regular Sports Bra 87,7,50,416.68,899.0,Active
205,ZUD-10-0205,Zudio Slim-Fit Printed Tee 40,10,40,148.26,299.0,Active
206,ZUD-04-0206,Zudio Ethnic Track Pants 12,4,46,437.15,899.0,Active
207,ZUD-14-0207,Zudio Casual Flat Sandals 55,14,12,193.75,399.0,Active
208,ZUD-03-0208,Zudio Denim Denim Jeans 18,3,33,432.97,899.0,Active
209,ZUD-13-0209,Zudio Ethnic Sneakers 91,13,17,327.75,599.0,Active
210,ZUD-12-0210,Zudio Slim-Fit Running Shoes 40,12,7,398.35,799.0,Active
211,ZUD-11-0211,Zudio Regular Printed Tee 55,11,42,179.86,399.0,Active
212,ZUD-15-0212,Zudio Stylish Nail Polish 90,15,5,51.65,99.0,Active
213,ZUD-15-0213,Zudio Casual Matte Lipstick 35,15,3,40.97,79.0,Active
214,ZUD-10-0214,Zudio Denim Jumpsuit 79,10,49,130.96,299.0,Active
215,ZUD-10-0215,Zudio Classic Printed Tee 93,10,24,109.8,249.0,Active
216,ZUD-13-0216,Zudio Stylish Flip Flops 59,13,32,272.48,499.0,Active
217,ZUD-12-0217,Zudio Denim Running Shoes 20,12,28,370.48,799.0,Active
218,ZUD-06-0218,Zudio Denim Skinny Jeans 51,6,43,102.59,249.0,Active
219,ZUD-15-0219,Zudio Stretch Canvas Backpack 64,15,23,49.84,99.0,Active
220,ZUD-12-0220,Zudio Stretch Flip Flops 45,12,4,437.06,799.0,Active
221,ZUD-13-0221,Zudio Classic Flat Sandals 96,13,10,216.62,399.0,Active
222,ZUD-15-0222,Zudio Casual Eau de Toilette 18,15,24,51.16,99.0,Active
223,ZUD-02-0223,Zudio Stretch Casual Shirt 96,2,24,433.32,799.0,Active
224,ZUD-03-0224,Zudio Stretch Casual Shirt 77,3,42,275.36,599.0,Active
225,ZUD-04-0225,Zudio Casual Casual Shirt 73,4,36,411.79,899.0,Active
226,ZUD-09-0226,Zudio Stylish Jumpsuit 37,9,32,176.69,399.0,Active
227,ZUD-05-0227,Zudio Slim-Fit Leggings 32,5,44,439.12,799.0,Active
228,ZUD-11-0228,Zudio Cozy Frock 18,11,20,192.05,399.0,Active
229,ZUD-06-0229,Zudio Classic Sports Bra 38,6,9,136.39,249.0,Active
230,ZUD-16-0230,Zudio Casual Matte Lipstick 80,16,36,113.38,249.0,Active
231,ZUD-03-0231,Zudio Slim-Fit Cargo Shorts 60,3,50,382.6,799.0,Active
232,ZUD-03-0232,Zudio Regular Denim Jeans 92,3,44,116.41,249.0,Active
233,ZUD-05-0233,Zudio Denim Anarkali Kurta 26,5,4,332.33,699.0,Active
234,ZUD-17-0234,Zudio Regular Matte Lipstick 31,17,46,44.39,99.0,Active
235,ZUD-17-0235,Zudio Solid Leather Belt 20,17,36,63.99,149.0,Active
236,ZUD-10-0236,Zudio Stretch Tracksuit 21,10,38,197.96,399.0,Active
237,ZUD-05-0237,Zudio Regular Palazzo Pants 82,5,2,104.23,199.0,Active
238,ZUD-09-0238,Zudio Cozy Denim Shorts 83,9,2,147.32,299.0,Active
239,ZUD-10-0239,Zudio Cozy Frock 71,10,44,103.62,199.0,Active
240,ZUD-15-0240,Zudio Slim-Fit Canvas Backpack 17,15,31,46.13,99.0,Active
241,ZUD-11-0241,Zudio Stretch Denim Shorts 50,11,47,304.14,599.0,Active
242,ZUD-12-0242,Zudio Sporty Slides 57,12,21,338.49,699.0,Active
243,ZUD-04-0243,Zudio Solid Hoodie 41,4,19,123.94,299.0,Active
244,ZUD-14-0244,Zudio Printed Loafers 30,14,37,403.75,899.0,Active
245,ZUD-07-0245,Zudio Regular Leggings 75,7,20,379.38,799.0,Active
246,ZUD-03-0246,Zudio Sporty Track Pants 68,3,23,172.48,399.0,Active
247,ZUD-10-0247,Zudio Ethnic Tracksuit 93,10,35,234.82,499.0,Discontinued
248,ZUD-04-0248,Zudio Sporty Casual Shirt 43,4,24,308.23,599.0,Active
249,ZUD-02-0249,Zudio Stretch Track Pants 34,2,5,289.31,599.0,Active
250,ZUD-15-0250,Zudio Denim Matte Lipstick 89,15,9,147.01,299.0,Active
251,ZUD-13-0251,Zudio Classic Loafers 53,13,49,378.05,699.0,Active
252,ZUD-17-0252,Zudio Sporty Ankle Socks 15,17,46,32.06,79.0,Active
253,ZUD-16-0253,Zudio Denim Nail Polish 29,16,9,132.96,249.0,Active
254,ZUD-11-0254,Zudio Regular Jumpsuit 88,11,38,262.67,499.0,Active
255,ZUD-17-0255,Zudio Denim Nail Polish 82,17,2,70.21,149.0,Active
256,ZUD-04-0256,Zudio Sporty Cargo Shorts 98,4,17,97.42,199.0,Active
257,ZUD-08-0257,Zudio Stylish Graphic Tee 84,8,41,340.04,799.0,Active
258,ZUD-13-0258,Zudio Regular Loafers 97,13,45,161.49,399.0,Active
259,ZUD-01-0259,Zudio Ethnic Denim Jeans 63,1,14,138.12,299.0,Active
260,ZUD-16-0260,Zudio Stylish Canvas Backpack 17,16,14,125.79,299.0,Active
261,ZUD-16-0261,Zudio Denim Nail Polish 50,16,35,46.43,99.0,Active
262,ZUD-12-0262,Zudio Cozy Loafers 97,12,17,415.92,799.0,Active
263,ZUD-07-0263,Zudio Printed Skinny Jeans 81,7,20,216.43,499.0,Active
264,ZUD-07-0264,Zudio Stylish Leggings 50,7,47,361.4,799.0,Active
265,ZUD-04-0265,Zudio Stretch Track Pants 58,4,50,365.41,699.0,Active
266,ZUD-10-0266,Zudio Casual Frock 20,10,42,134.11,249.0,Active
267,ZUD-16-0267,Zudio Printed Eau de Toilette 78,16,45,80.45,149.0,Active
268,ZUD-04-0268,Zudio Stretch Chino Pants 41,4,34,99.59,199.0,Active
269,ZUD-08-0269,Zudio Casual Cropped Top 62,8,7,304.05,599.0,Active
270,ZUD-05-0270,Zudio Casual Sports Bra 30,5,31,348.06,699.0,Active
271,ZUD-07-0271,Zudio Solid Palazzo Pants 46,7,6,106.7,199.0,Active
272,ZUD-08-0272,Zudio Denim Graphic Tee 32,8,12,372.1,699.0,Active
273,ZUD-02-0273,Zudio Sporty Hoodie 33,2,1,265.22,499.0,Active
274,ZUD-04-0274,Zudio Classic Cargo Shorts 68,4,9,430.3,899.0,Active
275,ZUD-15-0275,Zudio Solid Eau de Toilette 24,15,30,63.23,149.0,Active
276,ZUD-06-0276,Zudio Casual Palazzo Pants 47,6,13,500.66,999.0,Active
277,ZUD-13-0277,Zudio Sporty Flat Sandals 51,13,7,137.58,299.0,Active
278,ZUD-05-0278,Zudio Ethnic Palazzo Pants 41,5,16,87.38,199.0,Active
279,ZUD-09-0279,Zudio Classic Frock 84,9,17,242.48,499.0,Active
280,ZUD-08-0280,Zudio Casual Cropped Top 69,8,44,211.55,499.0,Active
281,ZUD-10-0281,Zudio Stylish Printed Tee 91,10,15,113.33,249.0,Active
282,ZUD-05-0282,Zudio Ethnic Anarkali Kurta 68,5,45,455.59,999.0,Active
283,ZUD-16-0283,Zudio Denim Leather Belt 95,16,44,50.91,99.0,Active
284,ZUD-03-0284,Zudio Denim Hoodie 77,3,37,246.62,599.0,Active
285,ZUD-17-0285,Zudio Printed Ankle Socks 78,17,34,42.04,99.0,Active
286,ZUD-07-0286,Zudio Stylish Leggings 21,7,4,419.67,899.0,Active
287,ZUD-17-0287,Zudio Sporty Nail Polish 82,17,44,38.22,79.0,Active
288,ZUD-01-0288,Zudio Sporty Cargo Shorts 10,1,3,194.21,399.0,Active
289,ZUD-03-0289,Zudio Denim T-Shirt 18,3,27,323.4,799.0,Active
290,ZUD-05-0290,Zudio Cozy Maxi Dress 57,5,25,326.63,699.0,Active
291,ZUD-05-0291,Zudio Cozy Palazzo Pants 25,5,26,164.13,299.0,Active
292,ZUD-08-0292,Zudio Casual Graphic Tee 48,8,35,400.32,799.0,Active
293,ZUD-13-0293,Zudio Printed Slides 68,13,13,211.21,499.0,Active
294,ZUD-04-0294,Zudio Casual Joggers 88,4,5,86.78,199.0,Active
295,ZUD-02-0295,Zudio Ethnic T-Shirt 41,2,15,91.61,199.0,Active
296,ZUD-02-0296,Zudio Regular Track Pants 47,2,47,208.42,399.0,Active
297,ZUD-11-0297,Zudio Printed Frock 28,11,27,238.62,499.0,Active
298,ZUD-02-0298,Zudio Denim Casual Shirt 90,2,4,337.88,699.0,Active
299,ZUD-13-0299,Zudio Denim Running Shoes 99,13,20,276.28,599.0,Active
300,ZUD-16-0300,Zudio Printed Leather Belt 38,16,10,78.77,149.0,Active
301,ZUD-02-0301,Zudio Denim Joggers 63,2,25,431.07,899.0,Active
302,ZUD-07-0302,Zudio Classic Cropped Top 67,7,47,247.91,599.0,Active
303,ZUD-02-0303,Zudio Solid Joggers 96,2,5,489.95,999.0,Active
304,ZUD-07-0304,Zudio Ethnic Straight Kurti 52,7,1,271.23,499.0,Active
305,ZUD-07-0305,Zudio Stylish Cropped Top 71,7,46,201.23,399.0,Active
306,ZUD-08-0306,Zudio Denim Palazzo Pants 46,8,42,328.49,699.0,Active
307,ZUD-09-0307,Zudio Classic Tracksuit 73,9,47,124.02,299.0,Active
308,ZUD-11-0308,Zudio Printed Frock 50,11,15,121.65,299.0,Active
309,ZUD-01-0309,Zudio Solid Track Pants 84,1,19,507.49,999.0,Active
310,ZUD-11-0310,Zudio Printed Jumpsuit 82,11,36,261.68,599.0,Active
311,ZUD-11-0311,Zudio Solid Jumpsuit 92,11,11,236.32,499.0,Active
312,ZUD-12-0312,Zudio Regular Slides 79,12,35,256.14,599.0,Active
313,ZUD-02-0313,Zudio Denim T-Shirt 19,2,27,102.42,199.0,Active
314,ZUD-08-0314,Zudio Slim-Fit Anarkali Kurta 11,8,24,189.87,399.0,Active
