ProductID,SKU,ProductName,CategoryID,SupplierID,CostPrice,SellingPrice,Status
118,SKU-13-0118,"Cole, Premium Vitamin Pack 906",13,19,230.94,527.62,Active
119,SKU-14-0119,"Becker, Elite Trimmer 775",14,35,222.89,329.5,Active
120,SKU-06-0120,Brooks-Hatfield Compact Sweater 486,6,13,207.63,350.09,Active
121,SKU-04-0121,"Mcmillan, Elite Camera 339",4,21,385.93,691.95,Active
122,SKU-12-0122,"Morales, Premium Vacuum 779",12,10,357.62,744.72,Active
123,SKU-01-0123,"Cook, Lite Router 704",1,29,152.74,216.96,Active
124,SKU-15-0124,"Barry, Ergonomic Serume 839",15,10,69.15,162.17,Active
125,SKU-13-0125,Martin-Ewing Eco Vitamin Pack 738,13,22,313.25,651.5,Active
126,SKU-14-0126,"Kirby, Compact Face Mask 424",14,32,283.93,671.47,Active
127,SKU-01-0127,"Patel, Elite Tablet 340",1,15,285.87,687.55,Active
128,SKU-07-0128,Richardson Pro Sneakers 554,7,2,79.03,131.14,Discontinued
129,SKU-13-0129,Whitney Ultra Perfume 467,13,34,171.8,253.35,Active
130,SKU-11-0130,Robles-Swanson Lite Lamp 279,11,40,40.14,94.13,Active
131,SKU-08-0131,"Soto, Elite T-Shirt 337",8,17,210.21,337.34,Active
132,SKU-15-0132,"Patton, Ergonomic Perfume 793",15,23,248.24,344.71,Active
133,SKU-05-0133,"Williams, Premium Hoodie 567",5,25,381.16,586.63,Active
134,SKU-02-0134,"Harvey, Smart Camera 685",2,45,164.74,272.65,Active
135,SKU-14-0135,"Allen, Premium Perfume 108",14,48,256.84,545.26,Active
136,SKU-15-0136,Smith Elite Hair Dryer 952,15,15,407.35,669.45,Active
137,SKU-06-0137,Hernandez-Vaughn Smart Jeans 735,6,50,116.53,257.15,Active
138,SKU-14-0138,Shaw-Carr Lite Moisturizer 742,14,29,292.62,488.89,Discontinued
139,SKU-06-0139,Salas-Fitzgerald Lite Sneakers 402,6,13,150.39,270.49,Active
140,SKU-09-0140,Thornton Classic Coffee Maker 613,9,17,411.5,945.04,Active
141,SKU-08-0141,Hoffman Eco Dress 923,8,10,56.25,138.12,Active
142,SKU-04-0142,Fox-Edwards Premium Router 474,4,17,45.18,80.13,Active
143,SKU-08-0143,Stevens Classic Hoodie 698,8,24,174.56,360.69,Active
144,SKU-04-0144,Payne-Lowe Ergonomic Phone 734,4,40,398.48,786.48,Active
145,SKU-02-0145,"Becker, Ergonomic Monitor 764",2,3,186.69,274.01,Active
146,SKU-08-0146,Lee-Wright Pro Sneakers 340,8,30,399.83,584.87,Active
147,SKU-12-0147,"Evans, Compact Vacuum 701",12,27,335.31,498.08,Active
148,SKU-14-0148,Bush-Vaughn Ergonomic Trimmer 517,14,45,422.88,691.7,Active
149,SKU-08-0149,Stewart-Bailey Ergonomic Jeans 975,8,24,166.4,412.19,Active
150,SKU-11-0150,"Hill, Classic Blender 507",11,30,127.77,314.55,Active
151,SKU-04-0151,Huang-Foster Elite Phone 151,4,9,355.12,565.45,Active
152,SKU-04-0152,Blevins-Ballard Pro Router 312,4,15,265.94,605.19,Active
153,SKU-03-0153,Williams-Moses Elite Phone 383,3,9,386.99,570.28,Active
154,SKU-13-0154,Reed Lite Moisturizer 776,13,23,390.57,569.52,Active
155,SKU-04-0155,"Scott, Elite Charger 116",4,48,82.54,112.49,Active
156,SKU-02-0156,"Nelson, Pro Watch 559",2,7,351.22,672.9,Active
157,SKU-04-0157,Gilbert Elite Phone 844,4,34,353.54,827.42,Active
158,SKU-11-0158,Sanchez Ultra Blender 590,11,7,382.05,692.09,Active
159,SKU-15-0159,"Perez, Ergonomic Moisturizer 182",15,9,148.34,219.25,Active
160,SKU-11-0160,Love-Garcia Elite Coffee Maker 829,11,34,149.71,373.31,Active
161,SKU-09-0161,Smith Elite Vacuum 201,9,42,357.93,514.45,Active
162,SKU-13-0162,Russell Compact Shampoo 540,13,22,205.94,324.19,Active
163,SKU-07-0163,Santos-Avila Premium Sneakers 420,7,24,194.91,408.95,Active
164,SKU-11-0164,Morris-Brewer Ergonomic Chair 193,11,7,375.14,529.65,Active
165,SKU-06-0165,Pearson Lite Sweater 161,6,22,265.98,525.02,Active
166,SKU-07-0166,"Rodgers, Classic Boots 988",7,19,412.55,561.78,Active
167,SKU-06-0167,Butler Pro Coat 619,6,15,99.67,208.12,Active
168,SKU-06-0168,Osborn Compact Dress 217,6,28,344.36,684.9,Active
169,SKU-13-0169,Lopez-Curry Elite Trimmer 791,13,43,291.0,387.47,Active
170,SKU-05-0170,Mcdowell-Smith Ultra T-Shirt 379,5,22,317.7,530.81,Active
171,SKU-03-0171,"Morrison, Lite Drone 773",3,41,183.35,269.57,Active
172,SKU-02-0172,Hays-Daniels Compact Speaker 485,2,24,191.83,327.85,Active
173,SKU-06-0173,Small-Anderson Elite Coat 186,6,49,398.09,591.84,Active
174,SKU-11-0174,"Mcdonald, Pro Desk 553",11,29,299.56,564.01,Active
175,SKU-04-0175,Simon Compact Tablet 453,4,44,196.31,321.93,Active
176,SKU-09-0176,Higgins-Smith Eco Blender 325,9,1,180.89,365.25,Active
177,SKU-04-0177,Gibbs-Bradley Lite Monitor 396,4,48,151.01,197.71,Active
178,SKU-03-0178,Thompson Premium Router 820,3,43,107.4,211.63,Active
179,SKU-02-0179,Wilcox-Robertson Premium Phone 546,2,21,13.34,32.09,Active
180,SKU-10-0180,Morales Premium Vacuum 396,10,21,56.25,74.53,Active
181,SKU-10-0181,Holden Ergonomic Air Purifier 190,10,28,199.34,284.47,Active
182,SKU-09-0182,Boyle-Smith Pro Vacuum 991,9,22,143.07,244.28,Active
183,SKU-02-0183,Young-Molina Compact Tablet 643,2,23,231.93,553.64,Active
184,SKU-14-0184,Turner-Sharp Lite Shampoo 205,14,39,70.17,107.83,Active
185,SKU-13-0185,Green Pro Massage Gun 891,13,37,284.44,528.13,Active
186,SKU-08-0186,"Young, Elite Coat 430",8,10,389.59,799.7,Active
187,SKU-08-0187,Sullivan Ergonomic Hoodie 915,8,33,127.23,173.98,Active
188,SKU-08-0188,"Carrillo, Ergonomic Jacket 158",8,42,169.09,278.07,Active
189,SKU-14-0189,Richardson-Walker Pro Trimmer 708,14,36,230.65,427.91,Active
190,SKU-12-0190,Mendoza Ultra Rug 929,12,39,259.39,395.8,Active
191,SKU-03-0191,"Zhang, Ultra Watch 205",3,46,365.88,843.3,Active
192,SKU-11-0192,Todd-Pham Lite Blender 353,11,34,319.89,796.26,Active
193,SKU-03-0193,Gill Classic Charger 389,3,44,177.4,395.49,Active
194,SKU-13-0194,"Marks, Classic Moisturizer 437",13,19,47.06,99.49,Active
195,SKU-14-0195,"Cox, Elite Massage Gun 441",14,23,41.27,86.52,Active
196,SKU-11-0196,"Leach, Premium Lamp 709",11,36,320.43,449.13,Active
197,SKU-13-0197,Murphy Classic Massage Gun 786,13,44,317.76,774.23,Active
198,SKU-02-0198,Wilson-Harris Premium Router 470,2,14,13.11,21.9,Active
199,SKU-13-0199,"Burns, Ergonomic Shampoo 331",13,19,449.99,668.66,Active
200,SKU-02-0200,Chavez Compact Router 955,2,43,333.7,644.65,Active
201,SKU-13-0201,Bryant-Brown Elite Massage Gun 711,13,45,172.64,258.04,Active
202,SKU-13-0202,Chambers-Parker Lite Hair Dryer 144,13,16,187.83,396.63,Active
203,SKU-10-0203,Foster Eco Rug 339,10,31,242.63,405.52,Active
204,SKU-04-0204,"Robinson, Classic Drone 551",4,25,210.45,344.74,Active
205,SKU-07-0205,"Brown, Lite Jeans 920",7,4,274.08,643.43,Active
206,SKU-14-0206,Andersen Classic Sunscreen 205,14,8,321.57,617.12,Active
207,SKU-13-0207,Mitchell Lite Perfume 560,13,28,407.86,602.34,Active
208,SKU-15-0208,Cannon Smart Hair Dryer 457,15,26,419.06,753.42,Active
209,SKU-04-0209,"Stuart, Premium Tablet 483",4,7,104.92,176.52,Active
210,SKU-11-0210,Kane-Knox Classic Lamp 240,11,31,22.04,52.92,Active
211,SKU-03-0211,Miller-Brandt Ergonomic Watch 730,3,17,7.34,10.24,Active
212,SKU-03-0212,"Anderson, Compact Drone 640",3,16,193.35,431.44,Active
213,SKU-01-0213,"Long, Smart Camera 754",1,8,358.29,662.31,Active
214,SKU-08-0214,Avila Elite Sweater 116,8,46,286.22,569.59,Active
215,SKU-07-0215,Nunez-Stephens Ultra Coat 461,7,43,112.05,201.68,Active
216,SKU-09-0216,"Gray, Classic Chair 638",9,33,247.12,554.46,Active
217,SKU-07-0217,Hill Ergonomic Jacket 750,7,48,177.16,309.67,Discontinued
218,SKU-13-0218,Johnson Pro Vitamin Pack 346,13,50,331.16,680.17,Active
219,SKU-13-0219,Mendez-Mayer Classic Massage Gun 145,13,42,161.77,276.02,Active
220,SKU-13-0220,Allen Ergonomic Hair Dryer 746,13,46,86.11,125.88,Active
221,SKU-08-0221,Wheeler Ultra Hoodie 306,8,3,24.49,37.7,Active
222,SKU-05-0222,"Powers, Compact Boots 934",5,49,246.65,395.62,Active
223,SKU-05-0223,Morales Classic Jacket 986,5,24,296.8,483.15,Active
224,SKU-07-0224,"Robinson, Ergonomic Boots 447",7,32,438.31,830.79,Active
225,SKU-13-0225,"Holder, Compact Perfume 920",13,28,41.76,75.56,Active
226,SKU-14-0226,"Flores, Lite Sunscreen 400",14,43,147.94,206.54,Active
227,SKU-08-0227,Young-Walter Elite Boots 270,8,3,311.95,537.13,Active
228,SKU-15-0228,"Boyd, Classic Trimmer 545",15,4,127.18,314.9,Active
229,SKU-11-0229,"Fry, Premium Air Purifier 625",11,2,361.49,764.66,Active
230,SKU-10-0230,"Shelton, Ergonomic Blender 229",10,24,34.92,78.02,Active
231,SKU-10-0231,David-Powers Ultra Sofa 257,10,24,307.18,749.09,Active
232,SKU-02-0232,"Flores, Elite Headphones 642",2,18,168.29,282.27,Active
233,SKU-02-0233,White-Medina Ultra Headphones 611,2,8,235.4,564.08,Active
234,SKU-05-0234,Atkinson Ergonomic Jeans 726,5,32,132.08,316.96,Active
235,SKU-03-0235,"Thomas, Pro Watch 276",3,6,404.91,742.66,Active
236,SKU-14-0236,Faulkner-Grant Classic Vitamin Pack 826,14,20,33.9,66.13,Active
237,SKU-12-0237,Price Lite Air Purifier 620,12,9,104.79,260.11,Active
238,SKU-08-0238,Rivera Ultra Dress 667,8,36,259.66,483.2,Active
239,SKU-15-0239,Boone-Davis Pro Moisturizer 416,15,31,182.18,393.57,Active
240,SKU-13-0240,"Calderon, Premium Trimmer 175",13,5,60.77,102.12,Active
241,SKU-11-0241,"Morrison, Compact Air Purifier 231",11,41,395.69,884.89,Active
242,SKU-13-0242,"Ramsey, Lite Face Mask 614",13,8,410.27,560.63,Active
243,SKU-05-0243,Turner-Stout Lite T-Shirt 430,5,34,420.96,661.14,Active
244,SKU-14-0244,Giles Pro Perfume 301,14,9,287.6,563.99,Active
245,SKU-10-0245,Burgess Compact Chair 614,10,38,290.24,583.43,Active
246,SKU-11-0246,Dominguez Elite Sofa 445,11,2,379.93,750.87,Active
247,SKU-11-0247,Sanders Elite Desk 766,11,40,98.81,196.29,Active
248,SKU-08-0248,"Morris, Compact Hoodie 757",8,44,430.71,809.53,Active
249,SKU-08-0249,"Howard, Pro Jacket 261",8,14,200.62,377.39,Active
250,SKU-03-0250,Owens-Lang Classic Charger 851,3,26,444.67,762.36,Active
251,SKU-06-0251,"Harrison, Compact Sweater 208",6,18,147.01,273.4,Active
252,SKU-03-0252,Edwards-Williams Pro Phone 397,3,27,425.7,994.86,Active
253,SKU-14-0253,Figueroa Lite Vitamin Pack 691,14,11,325.9,497.91,Active
254,SKU-09-0254,Tran-Silva Ergonomic Rug 415,9,26,226.33,318.69,Active
255,SKU-04-0255,"Butler, Smart Drone 461",4,39,26.65,43.64,Active
256,SKU-11-0256,Hudson-Sanchez Ergonomic Desk 649,11,9,8.64,12.35,Active
257,SKU-12-0257,"Pena, Classic Vacuum 474",12,36,25.13,34.21,Active
258,SKU-09-0258,Levy-May Eco Chair 495,9,18,229.39,508.62,Active
259,SKU-10-0259,Murray-Oconnor Elite Chair 231,10,22,438.91,778.05,Active
260,SKU-06-0260,Jackson-Cortez Lite Jeans 716,6,3,231.56,439.99,Discontinued
261,SKU-12-0261,White-Preston Classic Rug 631,12,33,208.36,422.45,Active
262,SKU-15-0262,"Bernard, Elite Vitamin Pack 266",15,20,179.86,366.88,Active
263,SKU-09-0263,Landry Compact Coffee Maker 601,9,2,320.39,531.77,Active
264,SKU-11-0264,Duran Pro Vacuum 697,11,45,141.92,337.56,Active
265,SKU-10-0265,Kirby Ergonomic Desk 771,10,37,353.39,788.55,Active
266,SKU-01-0266,Mann Elite Watch 274,1,50,238.28,515.98,Active
267,SKU-03-0267,Wagner Smart Phone 686,3,2,426.95,611.34,Active
268,SKU-07-0268,Williamson Lite Boots 807,7,40,95.73,182.1,Active
269,SKU-14-0269,"Durham, Ultra Massage Gun 631",14,43,97.27,164.39,Active
270,SKU-07-0270,"Arnold, Classic T-Shirt 570",7,23,410.9,702.96,Active
271,SKU-14-0271,Nichols-Mitchell Eco Trimmer 595,14,36,90.56,144.52,Active
272,SKU-05-0272,"Li, Eco Jeans 806",5,23,318.72,535.59,Active
273,SKU-15-0273,Rodriguez Eco Perfume 224,15,26,260.2,507.87,Active
274,SKU-13-0274,"Hernandez, Lite Perfume 143",13,23,133.0,286.88,Active
275,SKU-11-0275,Adams-Sanders Eco Rug 319,11,36,94.92,184.74,Active
276,SKU-03-0276,Chung-Stevens Pro Drone 858,3,43,266.14,423.42,Active
277,SKU-04-0277,Branch Smart Phone 202,4,7,188.92,408.22,Active
278,SKU-03-0278,Sutton-Abbott Ultra Router 261,3,31,186.07,450.67,Active
279,SKU-04-0279,"Frey, Eco Charger 392",4,6,292.42,698.74,Active
280,SKU-04-0280,Gray-Tran Compact Phone 279,4,3,190.96,440.19,Active
281,SKU-07-0281,Walsh Ergonomic T-Shirt 866,7,3,433.15,1044.43,Discontinued
282,SKU-10-0282,Miller Elite Chair 443,10,35,131.63,327.35,Active
283,SKU-15-0283,"Mueller, Lite Sunscreen 579",15,22,126.41,287.02,Active
284,SKU-08-0284,Jacobson Eco T-Shirt 114,8,37,332.79,748.42,Active
285,SKU-04-0285,Lewis Lite Drone 976,4,28,289.23,516.73,Active
286,SKU-02-0286,"Alvarez, Premium Tablet 289",2,16,441.85,827.56,Discontinued
287,SKU-07-0287,Lam-Elliott Smart Shorts 871,7,38,123.81,209.93,Active
288,SKU-01-0288,White Eco Charger 809,1,30,110.15,231.46,Active
289,SKU-07-0289,Ali Compact Hoodie 806,7,19,57.25,137.36,Active
290,SKU-04-0290,Goodwin Smart Headphones 589,4,39,73.17,160.78,Active
291,SKU-12-0291,Hickman-Evans Compact Rug 875,12,14,244.2,512.07,Active
292,SKU-11-0292,"Allen, Elite Chair 638",11,5,203.8,437.05,Active
293,SKU-02-0293,"Rivera, Ultra Router 617",2,11,94.96,184.6,Active
294,SKU-09-0294,"Ramsey, Ergonomic Chair 796",9,6,96.4,192.78,Active
295,SKU-08-0295,Davis Ultra Shorts 235,8,4,233.4,431.36,Active
296,SKU-11-0296,Peterson Eco Blender 505,11,14,118.23,154.13,Active
297,SKU-01-0297,"Sanders, Premium Charger 817",1,5,33.37,83.19,Active
298,SKU-08-0298,Bowers-Hayes Ultra Hoodie 518,8,42,85.09,124.45,Active
299,SKU-11-0299,Kelly Premium Air Purifier 491,11,25,204.6,491.15,Active
300,SKU-11-0300,Lopez-Willis Compact Lamp 769,11,35,387.83,559.39,Active
301,SKU-03-0301,Miller-Montgomery Smart Phone 874,3,44,15.12,25.07,Active
302,SKU-07-0302,Marquez Compact Boots 943,7,10,107.2,198.61,Active
303,SKU-15-0303,Moore-Dawson Pro Serume 928,15,2,298.79,608.91,Active
304,SKU-02-0304,"Moore, Pro Drone 134",2,4,203.67,429.02,Active
305,SKU-01-0305,Smith Premium Watch 339,1,50,245.19,540.71,Active
306,SKU-09-0306,Ward-Nelson Eco Cookware Set 935,9,37,412.8,822.02,Active
307,SKU-11-0307,Miller Classic Cookware Set 409,11,34,394.93,980.55,Active
308,SKU-05-0308,Hawkins-Hunt Eco Jacket 670,5,12,427.09,1006.08,Active
309,SKU-07-0309,Johnson Compact Shorts 148,7,43,437.67,1063.5,Active
310,SKU-09-0310,"Davis, Classic Vacuum 518",9,49,71.4,125.08,Active
311,SKU-04-0311,Smith-Gutierrez Smart Monitor 978,4,4,319.87,725.12,Active
312,SKU-07-0312,Hardy Compact Sweater 237,7,22,177.85,285.63,Active
313,SKU-15-0313,Armstrong Ergonomic Vitamin Pack 194,15,4,243.36,558.58,Active
314,SKU-11-0314,"James, Elite Sofa 140",11,49,393.76,600.8,Active
315,SKU-11-0315,Thomas-Jackson Compact Cookware Set 590,11,20,97.96,233.97,Active
316,SKU-01-0316,Fisher-Washington Smart Speaker 859,1,31,57.21,143.0,Active
317,SKU-12-0317,Ward Elite Cookware Set 506,12,50,412.23,809.0,Active
318,SKU-08-0318,"Weber, Compact Dress 415",8,32,121.39,232.51,Active
319,SKU-13-0319,Taylor Ergonomic Vitamin Pack 308,13,37,169.96,305.37,Active
320,SKU-12-0320,Cook-Oliver Lite Blender 367,12,47,251.22,502.65,Active
321,SKU-03-0321,Alexander-Jordan Smart Charger 335,3,32,174.03,400.28,Active
322,SKU-11-0322,"Mccann, Classic Desk 881",11,42,370.61,911.63,Active
323,SKU-08-0323,"Harris, Lite Dress 273",8,12,67.28,131.59,Active
324,SKU-09-0324,Carter-Neal Ultra Coffee Maker 134,9,43,378.39,525.66,Discontinued
325,SKU-01-0325,Faulkner-Casey Premium Headphones 962,1,10,285.66,394.66,Discontinued
